outcome,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population
death,202145,80+,vax with updated booster,,,470,682011.05
death,202145,all_ages,vaccinated,806,69968486.1,1969,27759241.4
death,202145,all_ages,vax with updated booster,,,1969,27759241.4
death,202146,12-17,vaccinated,0,4900418,2,4895135
death,202146,12-17,vax with updated booster,,,2,4895135
death,202146,18-29,vaccinated,2,11652588,33,9252177
death,202146,18-29,vax with updated booster,,,33,9252177
death,202146,30-49,vaccinated,29,22159338,237,10681863
death,202146,30-49,vax with updated booster,,,237,10681863
death,202146,50-64,vaccinated,114,18745339,643,5227952.9
death,202146,50-64,vax with updated booster,,,643,5227952.9
death,202146,65-79,vaccinated,312,13891841.1,892,1474770.45
death,202146,65-79,vax with updated booster,,,892,1474770.45
death,202146,80+,vaccinated,440,3939359,531,667446.05
death,202146,80+,vax with updated booster,,,531,667446.05
death,202146,all_ages,vaccinated,897,70388465.1,2336,27304209.4
death,202146,all_ages,vax with updated booster,,,2336,27304209.4
death,202147,12-17,vaccinated,0,4940424,0,4829199
death,202147,12-17,vax with updated booster,,,0,4829199
death,202147,18-29,vaccinated,1,11740570,36,9127884
death,202147,18-29,vax with updated booster,,,36,9127884
death,202147,30-49,vaccinated,12,22301389,242,10484660
death,202147,30-49,vax with updated booster,,,242,10484660
death,202147,50-64,vaccinated,129,18821488,637,5095797.9
death,202147,50-64,vax with updated booster,,,637,5095797.9
death,202147,65-79,vaccinated,340,13933960.7,811,1443918.45
death,202147,65-79,vax with updated booster,,,811,1443918.45
death,202147,80+,vaccinated,393,3953390,512,655027.05
death,202147,80+,vax with updated booster,,,512,655027.05
death,202147,all_ages,vaccinated,875,70750797.7,2238,26807287.4
death,202147,all_ages,vax with updated booster,,,2238,26807287.4
death,202148,12-17,vaccinated,0,4976313,0,4789030
death,202148,12-17,vax with updated booster,,,0,4789030
death,202148,18-29,vaccinated,1,11824833,29,9030256
death,202148,18-29,vax with updated booster,,,29,9030256
death,202148,30-49,vaccinated,28,22438348,272,10326987
death,202148,30-49,vax with updated booster,,,272,10326987
death,202148,50-64,vaccinated,134,18898051,788,4987009.9
death,202148,50-64,vax with updated booster,,,788,4987009.9
death,202148,65-79,vaccinated,393,13972596.7,1109,1422027.45
death,202148,65-79,vax with updated booster,,,1109,1422027.45
death,202148,80+,vaccinated,455,3967091,656,646778.05
death,202148,80+,vax with updated booster,,,656,646778.05
death,202148,all_ages,vaccinated,1011,71100919.7,2854,26413058.4
death,202148,all_ages,vax with updated booster,,,2854,26413058.4
death,202149,12-17,vaccinated,0,5010526,4,4734742
death,202149,12-17,vax with updated booster,,,4,4734742
death,202149,18-29,vaccinated,2,11904956,16,8894603
death,202149,18-29,vax with updated booster,,,16,8894603
death,202149,30-49,vaccinated,21,22563379,289,10109284
death,202149,30-49,vax with updated booster,,,289,10109284
death,202149,5-11,vaccinated,0,41552,2,10168410
death,202149,5-11,vax with updated booster,,,,
death,202149,50-64,vaccinated,138,18969544,789,4840511.9
death,202149,50-64,vax with updated booster,,,789,4840511.9
death,202149,65-79,vaccinated,382,14005501.7,1092,1392812.45
death,202149,65-79,vax with updated booster,,,1092,1392812.45
death,202149,80+,vaccinated,393,3977067,726,636305.05
death,202149,80+,vax with updated booster,,,726,636305.05
death,202149,all_ages,vaccinated,936,71420447.7,2912,25873516.4
death,202149,all_ages,vax with updated booster,,,2912,25873516.4
death,202150,12-17,vaccinated,1,5051134,3,4681393
death,202150,12-17,vax with updated booster,,,3,4681393
death,202150,18-29,vaccinated,1,11969134,30,8765284
death,202150,18-29,vax with updated booster,,,30,8765284
death,202150,30-49,vaccinated,28,22667016,271,9921780.1
death,202150,30-49,vax with updated booster,,,271,9921780.1
death,202150,5-11,vaccinated,0,422811,2,9951525
death,202150,5-11,vax with updated booster,,,,
death,202150,50-64,vaccinated,130,19031725,745,4713843.9
death,202150,50-64,vax with updated booster,,,745,4713843.9
death,202150,65-79,vaccinated,338,14030986.7,1059,1370041.45
death,202150,65-79,vax with updated booster,,,1059,1370041.45
death,202150,80+,vaccinated,365,3985340,563,628157.05
death,202150,80+,vax with updated booster,,,563,628157.05
death,202150,all_ages,vaccinated,862,71684201.7,2668,25399106.5
death,202150,all_ages,vax with updated booster,,,2668,25399106.5
death,202151,12-17,vaccinated,0,5107682,0,4615302
death,202151,12-17,vax with updated booster,,,0,4615302
death,202151,18-29,vaccinated,4,12052567,29,8605555
death,202151,18-29,vax with updated booster,,,29,8605555
death,202151,30-49,vaccinated,24,22798888,255,9733788.1
death,202151,30-49,vax with updated booster,,,255,9733788.1
death,202151,5-11,vaccinated,0,993855,1,9735112
death,202151,5-11,vax with updated booster,,,,
death,202151,50-64,vaccinated,172,19111419,701,4584898.25
death,202151,50-64,vax with updated booster,,,701,4584898.25
death,202151,65-79,vaccinated,418,14064963.7,999,1346566.9
death,202151,65-79,vax with updated booster,,,999,1346566.9
death,202151,80+,vaccinated,395,3995541,700,620293.05
death,202151,80+,vax with updated booster,,,700,620293.05
death,202151,all_ages,vaccinated,1013,72023378.7,2684,24891101.3
death,202151,all_ages,vax with updated booster,,,2684,24891101.3
death,202152,12-17,vaccinated,0,5157088,2,4563296
death,202152,12-17,vax with updated booster,,,2,4563296
death,202152,18-29,vaccinated,14,12133673,34,8477121
death,202152,18-29,vax with updated booster,,,34,8477121
death,202152,30-49,vaccinated,66,22916239,335,9595159.1
death,202152,30-49,vax with updated booster,,,335,9595159.1
death,202152,5-11,vaccinated,0,1382602,1,9576921
death,202152,5-11,vax with updated booster,,,,
death,202152,50-64,vaccinated,333,19180115,862,4498551.25
death,202152,50-64,vax with updated booster,,,862,4498551.25
death,202152,65-79,vaccinated,809,14092598.7,1343,1332145.9
death,202152,65-79,vax with updated booster,,,1343,1332145.9
death,202152,80+,vaccinated,977,4003580,1040,615837.05
death,202152,80+,vax with updated booster,,,1040,615837.05
death,202152,all_ages,vaccinated,2199,72326205.7,3614,24518814.3
death,202152,all_ages,vax with updated booster,,,3614,24518814.3
death,202201,12-17,vaccinated,1,5480345,5,4733909
death,202201,12-17,vax with updated booster,,,5,4733909
death,202201,18-29,vaccinated,10,12818578,46,8857400
death,202201,18-29,vax with updated booster,,,46,8857400
death,202201,30-49,vaccinated,101,24094751,399,10054242.1
death,202201,30-49,vax with updated booster,,,399,10054242.1
death,202201,5-11,vaccinated,0,1658590,1,9893775
death,202201,5-11,vax with updated booster,,,,
death,202201,50-64,vaccinated,500,20154203,1128,4707125.65
death,202201,50-64,vax with updated booster,,,1128,4707125.65
death,202201,65-79,vaccinated,1255,14936086.7,1888,1428234.9
death,202201,65-79,vax with updated booster,,,1888,1428234.9
death,202201,80+,vaccinated,1491,4235945,1564,670204.1
death,202201,80+,vax with updated booster,,,1564,670204.1
death,202201,all_ages,vaccinated,3357,76239563.7,5025,25717206.75
death,202201,all_ages,vax with updated booster,,,5025,25717206.75
death,202202,12-17,vaccinated,3,5519371,2,4647736
death,202202,12-17,vax with updated booster,,,2,4647736
death,202202,18-29,vaccinated,17,12886434,47,8691099
death,202202,18-29,vax with updated booster,,,47,8691099
death,202202,30-49,vaccinated,88,24184793,303,9865360.1
death,202202,30-49,vax with updated booster,,,303,9865360.1
death,202202,5-11,vaccinated,0,1818410,2,9685546
death,202202,5-11,vax with updated booster,,,,
death,202202,50-64,vaccinated,470,20206099,949,4620443.65
death,202202,50-64,vax with updated booster,,,949,4620443.65
death,202202,65-79,vaccinated,1323,14954654.7,1772,1410982.9
death,202202,65-79,vax with updated booster,,,1772,1410982.9
death,202202,80+,vaccinated,1671,4240896,1646,665319.1
death,202202,80+,vax with updated booster,,,1646,665319.1
death,202202,all_ages,vaccinated,3569,76472876.7,4717,25253204.75
death,202202,all_ages,vax with updated booster,,,4717,25253204.75
death,202203,12-17,vaccinated,0,5564325,3,4564048
death,202203,12-17,vax with updated booster,,,3,4564048
death,202203,18-29,vaccinated,12,12961372,39,8555599.45
death,202203,18-29,vax with updated booster,,,39,8555599.45
death,202203,30-49,vaccinated,94,24284573,274,9714809.1
death,202203,30-49,vax with updated booster,,,274,9714809.1
death,202203,5-11,vaccinated,0,1980331,1,9507846
death,202203,5-11,vax with updated booster,,,,
death,202203,50-64,vaccinated,436,20262346,849,4556750.65
death,202203,50-64,vax with updated booster,,,849,4556750.65
death,202203,65-79,vaccinated,1188,14972798.7,1767,1397086.9
death,202203,65-79,vax with updated booster,,,1767,1397086.9
death,202203,80+,vaccinated,1526,4245785,1546,661308.1
death,202203,80+,vax with updated booster,,,1546,661308.1
death,202203,all_ages,vaccinated,3256,76726874.7,4475,24885554.2
death,202203,all_ages,vax with updated booster,,,4475,24885554.2
death,202204,12-17,vaccinated,1,5624188,5,4504051
death,202204,12-17,vax with updated booster,,,5,4504051
death,202204,18-29,vaccinated,12,13042201,24,8458113.45
death,202204,18-29,vax with updated booster,,,24,8458113.45
death,202204,30-49,vaccinated,79,24390405,234,9602242.1
death,202204,30-49,vax with updated booster,,,234,9602242.1
death,202204,5-11,vaccinated,0,2181437,2,9373783
death,202204,5-11,vax with updated booster,,,,
death,202204,50-64,vaccinated,378,20317530,806,4508026.65
death,202204,50-64,vax with updated booster,,,806,4508026.65
death,202204,65-79,vaccinated,949,14992651.7,1587,1385762.9
death,202204,65-79,vax with updated booster,,,1587,1385762.9
death,202204,80+,vaccinated,1233,4250605,1394,657986.1
death,202204,80+,vax with updated booster,,,1394,657986.1
death,202204,all_ages,vaccinated,2651,76993392.7,4045,24612131.2
death,202204,all_ages,vax with updated booster,,,4045,24612131.2
death,202205,12-17,vaccinated,2,5678147,1,4451768
death,202205,12-17,vax with updated booster,,,1,4451768
death,202205,18-29,vaccinated,3,13109614,19,8379015.45
death,202205,18-29,vax with updated booster,,,19,8379015.45
death,202205,30-49,vaccinated,61,24479528,146,9507052.1
death,202205,30-49,vax with updated booster,,,146,9507052.1
death,202205,5-11,vaccinated,0,2332452,2,9263824
death,202205,5-11,vax with updated booster,,,,
death,202205,50-64,vaccinated,247,20363490,574,4467024.65
death,202205,50-64,vax with updated booster,,,574,4467024.65
death,202205,65-79,vaccinated,746,15008578.7,1190,1376939.9
death,202205,65-79,vax with updated booster,,,1190,1376939.9
death,202205,80+,vaccinated,821,4254674,1036,655391.1
death,202205,80+,vax with updated booster,,,1036,655391.1
death,202205,all_ages,vaccinated,1878,77215884.7,2965,24385423.2
death,202205,all_ages,vax with updated booster,,,2965,24385423.2
death,202206,12-17,vaccinated,0,5726827,3,4413636
death,202206,12-17,vax with updated booster,,,3,4413636
death,202206,18-29,vaccinated,1,13173485,15,8318306.45
death,202206,18-29,vax with updated booster,,,15,8318306.45
death,202206,30-49,vaccinated,35,24561799,100,9432328.1
death,202206,30-49,vax with updated booster,,,100,9432328.1
death,202206,5-11,vaccinated,0,2484384,1,9180101
death,202206,5-11,vax with updated booster,,,,
death,202206,50-64,vaccinated,169,20403623,430,4436538.65
death,202206,50-64,vax with updated booster,,,430,4436538.65
death,202206,65-79,vaccinated,511,15022619.7,906,1370200.9
death,202206,65-79,vax with updated booster,,,906,1370200.9
death,202206,80+,vaccinated,564,4257940,789,653315.1
death,202206,80+,vax with updated booster,,,789,653315.1
death,202206,all_ages,vaccinated,1280,77419466.7,2240,24210689.2
death,202206,all_ages,vax with updated booster,,,2240,24210689.2
death,202207,12-17,vaccinated,0,5782709,1,4374107
death,202207,12-17,vax with updated booster,,,1,4374107
death,202207,18-29,vaccinated,2,13243937,11,8260871.45
death,202207,18-29,vax with updated booster,,,11,8260871.45
death,202207,30-49,vaccinated,28,24651192,74,9362934.1
death,202207,30-49,vax with updated booster,,,74,9362934.1
death,202207,5-11,vaccinated,0,2638781,0,9113784
death,202207,5-11,vax with updated booster,,,,
death,202207,50-64,vaccinated,117,20445820,314,4411006.65
death,202207,50-64,vax with updated booster,,,314,4411006.65
death,202207,65-79,vaccinated,373,15035825.7,582,1364426.9
death,202207,65-79,vax with updated booster,,,582,1364426.9
death,202207,80+,vaccinated,368,4261209,472,651458.1
death,202207,80+,vax with updated booster,,,472,651458.1
death,202207,all_ages,vaccinated,888,77637983.7,1453,24050697.2
death,202207,all_ages,vax with updated booster,,,1453,24050697.2
death,202208,12-17,vaccinated,0,5831616,1,4340745
death,202208,12-17,vax with updated booster,,,1,4340745
death,202208,18-29,vaccinated,2,13309671,6,8214979.45
death,202208,18-29,vax with updated booster,,,6,8214979.45
death,202208,30-49,vaccinated,8,24732042,54,9307231.1
death,202208,30-49,vax with updated booster,,,54,9307231.1
death,202208,5-11,vaccinated,0,2772910,0,9057151
death,202208,5-11,vax with updated booster,,,,
death,202208,50-64,vaccinated,85,20482019,172,4390794.65
death,202208,50-64,vax with updated booster,,,172,4390794.65
death,202208,65-79,vaccinated,238,15047156.7,407,1360231.15
death,202208,65-79,vax with updated booster,,,407,1360231.15
death,202208,80+,vaccinated,274,4263879,338,650053.1
death,202208,80+,vax with updated booster,,,338,650053.1
death,202208,all_ages,vaccinated,607,77834767.7,977,23923289.45
death,202208,all_ages,vax with updated booster,,,977,23923289.45
death,202209,12-17,vaccinated,0,5872051,0,4316499
death,202209,12-17,vax with updated booster,,,0,4316499
death,202209,18-29,vaccinated,0,13368753,2,8174318.45
death,202209,18-29,vax with updated booster,,,2,8174318.45
death,202209,30-49,vaccinated,10,24802818,36,9259965.1
death,202209,30-49,vax with updated booster,,,36,9259965.1
death,202209,5-11,vaccinated,0,2878705,0,9014118
death,202209,5-11,vax with updated booster,,,,
death,202209,50-64,vaccinated,63,20512680,132,4374159.65
death,202209,50-64,vax with updated booster,,,132,4374159.65
death,202209,65-79,vaccinated,158,15057577.7,275,1356848.15
death,202209,65-79,vax with updated booster,,,275,1356848.15
death,202209,80+,vaccinated,190,4266527,216,648723.1
death,202209,80+,vax with updated booster,,,216,648723.1
death,202209,all_ages,vaccinated,421,78008355.7,661,23814014.45
death,202209,all_ages,vax with updated booster,,,661,23814014.45
death,202210,12-17,vaccinated,0,5906954,1,4298066
death,202210,12-17,vax with updated booster,,,1,4298066
death,202210,18-29,vaccinated,0,13417664,6,8140247.45
death,202210,18-29,vax with updated booster,,,6,8140247.45
death,202210,30-49,vaccinated,9,24859936,32,9222170.1
death,202210,30-49,vax with updated booster,,,32,9222170.1
death,202210,5-11,vaccinated,0,2964755,1,8977714
death,202210,5-11,vax with updated booster,,,,
death,202210,50-64,vaccinated,40,20537487,74,4360702.65
death,202210,50-64,vax with updated booster,,,74,4360702.65
death,202210,65-79,vaccinated,110,15066111.7,146,1354046.15
death,202210,65-79,vax with updated booster,,,146,1354046.15
death,202210,80+,vaccinated,113,4268615,155,647666.1
death,202210,80+,vax with updated booster,,,155,647666.1
death,202210,all_ages,vaccinated,272,78149813.7,413,23724832.45
death,202210,all_ages,vax with updated booster,,,413,23724832.45
death,202211,12-17,vaccinated,0,5934726,0,4281163
death,202211,12-17,vax with updated booster,,,0,4281163
death,202211,18-29,vaccinated,1,13458491,4,8109700.45
death,202211,18-29,vax with updated booster,,,4,8109700.45
death,202211,30-49,vaccinated,6,24907663,23,9188372.1
death,202211,30-49,vax with updated booster,,,23,9188372.1
death,202211,5-11,vaccinated,0,3028198,1,8947257
death,202211,5-11,vax with updated booster,,,,
death,202211,50-64,vaccinated,22,20557507,60,4348938.65
death,202211,50-64,vax with updated booster,,,60,4348938.65
death,202211,65-79,vaccinated,85,15073236.7,123,1351415.15
death,202211,65-79,vax with updated booster,,,123,1351415.15
death,202211,80+,vaccinated,102,4270466,87,646679.1
death,202211,80+,vax with updated booster,,,87,646679.1
death,202211,all_ages,vaccinated,216,78267363.7,297,23645105.45
death,202211,all_ages,vax with updated booster,,,297,23645105.45
death,202212,12-17,vaccinated,0,5956284,0,4261660
death,202212,12-17,vax with updated booster,,,0,4261660
death,202212,18-29,vaccinated,1,13492083,2,8079292.45
death,202212,18-29,vax with updated booster,,,2,8079292.45
death,202212,30-49,vaccinated,3,24946419,17,9155014.1
death,202212,30-49,vax with updated booster,,,17,9155014.1
death,202212,5-11,vaccinated,0,3077856,1,8917791
death,202212,5-11,vax with updated booster,,,,
death,202212,50-64,vaccinated,21,20573580,43,4337225.65
death,202212,50-64,vax with updated booster,,,43,4337225.65
death,202212,65-79,vaccinated,53,15079136.7,92,1348950.15
death,202212,65-79,vax with updated booster,,,92,1348950.15
death,202212,80+,vaccinated,58,4272028,73,645720.1
death,202212,80+,vax with updated booster,,,73,645720.1
death,202212,all_ages,vaccinated,136,78363246.7,227,23566202.45
death,202212,all_ages,vax with updated booster,,,227,23566202.45
death,202213,12-17,vaccinated,0,5975417,0,4239910
death,202213,12-17,vax with updated booster,,,0,4239910
death,202213,18-29,vaccinated,1,13522890,2,8051850.45
death,202213,18-29,vax with updated booster,,,2,8051850.45
death,202213,30-49,vaccinated,4,24981171,11,9124660.1
death,202213,30-49,vax with updated booster,,,11,9124660.1
death,202213,5-11,vaccinated,0,3120975,0,8886146
death,202213,5-11,vax with updated booster,,,,
death,202213,50-64,vaccinated,20,20587716,31,4325578.65
death,202213,50-64,vax with updated booster,,,31,4325578.65
death,202213,65-79,vaccinated,64,15084347.7,60,1345984.15
death,202213,65-79,vax with updated booster,,,60,1345984.15
death,202213,80+,vaccinated,75,4273405,59,644652.1
death,202213,80+,vax with updated booster,,,59,644652.1
death,202213,all_ages,vaccinated,164,78449529.7,163,23492725.45
death,202213,all_ages,vax with updated booster,,,163,23492725.45
death,202214,12-17,vaccinated,0,5992179,0,4221343
death,202214,12-17,vax with updated booster,,,0,4221343
death,202214,18-29,vaccinated,2,13547924,1,8026007.45
death,202214,18-29,vax with updated booster,,,1,8026007.45
death,202214,30-49,vaccinated,4,25009473,11,9097392.1
death,202214,30-49,vax with updated booster,,,11,9097392.1
death,202214,5-11,vaccinated,0,3158698,1,8844422
death,202214,5-11,vax with updated booster,,,,
death,202214,50-64,vaccinated,14,20599863,34,4309333.65
death,202214,50-64,vax with updated booster,,,34,4309333.65
death,202214,65-79,vaccinated,57,15089451.7,53,1338076.15
death,202214,65-79,vax with updated booster,,,53,1338076.15
death,202214,80+,vaccinated,78,4274931,60,641582.1
death,202214,80+,vax with updated booster,,,60,641582.1
death,202214,all_ages,vaccinated,155,78521642.7,159,23412391.45
death,202214,all_ages,vax with updated booster,,,159,23412391.45
death,202215,12-17,vaccinated,0,6005822,0,4208996
death,202215,12-17,vax with updated booster,,,0,4208996
death,202215,18-29,vaccinated,0,13569903,6,8000297.45
death,202215,18-29,vax with updated booster,,,6,8000297.45
death,202215,30-49,vaccinated,4,25033952,13,9070283.1
death,202215,30-49,vax with updated booster,,,13,9070283.1
death,202215,5-11,vaccinated,0,3189056,1,8823160
death,202215,5-11,vax with updated booster,,,,
death,202215,50-64,vaccinated,22,20615099,39,4292223.65
death,202215,50-64,vax with updated booster,,,39,4292223.65
death,202215,65-79,vaccinated,55,15098729.7,59,1329390.15
death,202215,65-79,vax with updated booster,,,59,1329390.15
death,202215,80+,vaccinated,82,4278437,56,637813.1
death,202215,80+,vax with updated booster,,,56,637813.1
death,202215,all_ages,vaccinated,163,78596120.7,173,23330007.45
death,202215,all_ages,vax with updated booster,,,173,23330007.45
death,202216,12-17,vaccinated,0,6016704,0,4196991
death,202216,12-17,vax with updated booster,,,0,4196991
death,202216,18-29,vaccinated,0,13589148,1,7976286.45
death,202216,18-29,vax with updated booster,,,1,7976286.45
death,202216,30-49,vaccinated,6,25054873,6,9045383.1
death,202216,30-49,vax with updated booster,,,6,9045383.1
death,202216,5-11,vaccinated,0,3213083,1,8805610
death,202216,5-11,vax with updated booster,,,,
death,202216,50-64,vaccinated,19,20639924,25,4276536.65
death,202216,50-64,vax with updated booster,,,25,4276536.65
death,202216,65-79,vaccinated,67,15138336.7,45,1322164.15
death,202216,65-79,vax with updated booster,,,45,1322164.15
death,202216,80+,vaccinated,142,4290584,57,634413.1
death,202216,80+,vax with updated booster,,,57,634413.1
death,202216,all_ages,vaccinated,234,78712865.7,134,23254783.45
death,202216,all_ages,vax with updated booster,,,134,23254783.45
death,202217,12-17,vaccinated,0,6026388,0,4186279
death,202217,12-17,vax with updated booster,,,0,4186279
death,202217,18-29,vaccinated,0,13606941,1,7954241.45
death,202217,18-29,vax with updated booster,,,1,7954241.45
death,202217,30-49,vaccinated,12,25074356,17,9022886.1
death,202217,30-49,vax with updated booster,,,17,9022886.1
death,202217,5-11,vaccinated,0,3233365,1,8790127
death,202217,5-11,vax with updated booster,,,,
death,202217,50-64,vaccinated,25,20663694,19,4262091.65
death,202217,50-64,vax with updated booster,,,19,4262091.65
death,202217,65-79,vaccinated,74,15178761.7,66,1315774.15
death,202217,65-79,vax with updated booster,,,66,1315774.15
death,202217,80+,vaccinated,157,4304068,87,630934.1
death,202217,80+,vax with updated booster,,,87,630934.1
death,202217,all_ages,vaccinated,268,78827820.7,190,23185927.45
death,202217,all_ages,vax with updated booster,,,190,23185927.45
death,202218,12-17,vaccinated,0,6035538,3,4176511
death,202218,12-17,vax with updated booster,,,3,4176511
death,202218,18-29,vaccinated,1,13623221,2,7933075.45
death,202218,18-29,vax with updated booster,,,2,7933075.45
death,202218,30-49,vaccinated,5,25091471,10,9000638.1
death,202218,30-49,vax with updated booster,,,10,9000638.1
death,202218,5-11,vaccinated,0,3250975,0,8774886
death,202218,5-11,vax with updated booster,,,,
death,202218,50-64,vaccinated,26,20684991,34,4251425.3
death,202218,50-64,vax with updated booster,,,34,4251425.3
death,202218,65-79,vaccinated,116,15211245.7,61,1310173.15
death,202218,65-79,vax with updated booster,,,61,1310173.15
death,202218,80+,vaccinated,193,4316394,95,627675.1
death,202218,80+,vax with updated booster,,,95,627675.1
death,202218,all_ages,vaccinated,341,78927322.7,202,23122987.1
death,202218,all_ages,vax with updated booster,,,202,23122987.1
death,202219,12-17,vaccinated,0,6047125,2,4166865
death,202219,12-17,vax with updated booster,,,2,4166865
death,202219,18-29,vaccinated,1,13639482,4,7912012.45
death,202219,18-29,vax with updated booster,,,4,7912012.45
death,202219,30-49,vaccinated,9,25108153,16,8979448.1
death,202219,30-49,vax with updated booster,,,16,8979448.1
death,202219,5-11,vaccinated,0,3267089,1,8760575
death,202219,5-11,vax with updated booster,,,,
death,202219,50-64,vaccinated,44,20704793,38,4241721.3
death,202219,50-64,vax with updated booster,,,38,4241721.3
death,202219,65-79,vaccinated,138,15237995.7,78,1304880.15
death,202219,65-79,vax with updated booster,,,78,1304880.15
death,202219,80+,vaccinated,253,4327214,130,624732.1
death,202219,80+,vax with updated booster,,,130,624732.1
death,202219,all_ages,vaccinated,445,79017637.7,266,23062794.1
death,202219,all_ages,vax with updated booster,,,266,23062794.1
death,202220,12-17,vaccinated,0,6056218,0,4155179
death,202220,12-17,vax with updated booster,,,0,4155179
death,202220,18-29,vaccinated,0,13655625,1,7889927.45
death,202220,18-29,vax with updated booster,,,1,7889927.45
death,202220,30-49,vaccinated,9,25125053,15,8957497.1
death,202220,30-49,vax with updated booster,,,15,8957497.1
death,202220,5-11,vaccinated,0,3282897,0,8743569
death,202220,5-11,vax with updated booster,,,,
death,202220,50-64,vaccinated,49,20724040,38,4231603.3
death,202220,50-64,vax with updated booster,,,38,4231603.3
death,202220,65-79,vaccinated,125,15262181.7,85,1299630.65
death,202220,65-79,vax with updated booster,,,85,1299630.65
death,202220,80+,vaccinated,274,4336719.8,126,621738.1
death,202220,80+,vax with updated booster,,,126,621738.1
death,202220,all_ages,vaccinated,457,79103619.5,265,23000396.6
death,202220,all_ages,vax with updated booster,,,265,23000396.6
death,202221,12-17,vaccinated,0,6064654,1,4143535
death,202221,12-17,vax with updated booster,,,1,4143535
death,202221,18-29,vaccinated,2,13670787,3,7868208.45
death,202221,18-29,vax with updated booster,,,3,7868208.45
death,202221,30-49,vaccinated,17,25140704,18,8935509.95
death,202221,30-49,vax with updated booster,,,18,8935509.95
death,202221,5-11,vaccinated,0,3296580,1,8723558
death,202221,5-11,vax with updated booster,,,,
death,202221,50-64,vaccinated,38,20742424,41,4220552.3
death,202221,50-64,vax with updated booster,,,41,4220552.3
death,202221,65-79,vaccinated,139,15284532.7,95,1294186.65
death,202221,65-79,vax with updated booster,,,95,1294186.65
death,202221,80+,vaccinated,277,4343803.8,148,618786.1
death,202221,80+,vax with updated booster,,,148,618786.1
death,202221,all_ages,vaccinated,473,79182251.5,305,22937243.45
death,202221,all_ages,vax with updated booster,,,305,22937243.45
death,202222,12-17,vaccinated,1,6073347,2,4132363
death,202222,12-17,vax with updated booster,,,2,4132363
death,202222,18-29,vaccinated,2,13685781,2,7849989.45
death,202222,18-29,vax with updated booster,,,2,7849989.45
death,202222,30-49,vaccinated,12,25156407,16,8918101.95
death,202222,30-49,vax with updated booster,,,16,8918101.95
death,202222,5-11,vaccinated,0,3310876,0,8704923
death,202222,5-11,vax with updated booster,,,,
death,202222,50-64,vaccinated,55,20762323,42,4212070.3
death,202222,50-64,vax with updated booster,,,42,4212070.3
death,202222,65-79,vaccinated,143,15307012.7,109,1290665.65
death,202222,65-79,vax with updated booster,,,109,1290665.65
death,202222,80+,vaccinated,283,4350757.8,142,616883.1
death,202222,80+,vax with updated booster,,,142,616883.1
death,202222,all_ages,vaccinated,495,79262281.5,311,22887710.45
death,202222,all_ages,vax with updated booster,,,311,22887710.45
death,202223,12-17,vaccinated,1,6082869,1,4120677
death,202223,12-17,vax with updated booster,,,1,4120677
death,202223,18-29,vaccinated,2,13700140,2,7829372.45
death,202223,18-29,vax with updated booster,,,2,7829372.45
death,202223,30-49,vaccinated,11,25171669,15,8898920.95
death,202223,30-49,vax with updated booster,,,15,8898920.95
death,202223,5-11,vaccinated,0,3327866,1,8685737
death,202223,5-11,vax with updated booster,,,,
death,202223,50-64,vaccinated,45,20782506,45,4202659.3
death,202223,50-64,vax with updated booster,,,45,4202659.3
death,202223,65-79,vaccinated,178,15329914.7,90,1286790.65
death,202223,65-79,vax with updated booster,,,90,1286790.65
death,202223,80+,vaccinated,295,4358040.8,147,614751.1
death,202223,80+,vax with updated booster,,,147,614751.1
death,202223,all_ages,vaccinated,531,79342270.5,299,22832494.45
death,202223,all_ages,vax with updated booster,,,299,22832494.45
death,202224,12-17,vaccinated,0,6091306,0,4110237
death,202224,12-17,vax with updated booster,,,0,4110237
death,202224,18-29,vaccinated,1,13712763,6,7809585.45
death,202224,18-29,vax with updated booster,,,6,7809585.45
death,202224,30-49,vaccinated,20,25184877,13,8880534.95
death,202224,30-49,vax with updated booster,,,13,8880534.95
death,202224,5-11,vaccinated,0,3341724,0,8668260
death,202224,5-11,vax with updated booster,,,,
death,202224,50-64,vaccinated,62,20797943,53,4193923.3
death,202224,50-64,vax with updated booster,,,53,4193923.3
death,202224,65-79,vaccinated,169,15344433.7,111,1283361.65
death,202224,65-79,vax with updated booster,,,111,1283361.65
death,202224,80+,vaccinated,310,4362569.8,143,612885.55
death,202224,80+,vax with updated booster,,,143,612885.55
death,202224,all_ages,vaccinated,562,79402586.5,326,22780290.9
death,202224,all_ages,vax with updated booster,,,326,22780290.9
death,202225,12-17,vaccinated,0,6100424,0,4100035
death,202225,12-17,vax with updated booster,,,0,4100035
death,202225,18-29,vaccinated,1,13727141,9,7791072.45
death,202225,18-29,vax with updated booster,,,9,7791072.45
death,202225,30-49,vaccinated,7,25199324,26,8863174.95
death,202225,30-49,vax with updated booster,,,26,8863174.95
death,202225,5-11,vaccinated,0,3356746,3,8650056
death,202225,5-11,vax with updated booster,,,,
death,202225,50-64,vaccinated,58,20813623,49,4185955.3
death,202225,50-64,vax with updated booster,,,49,4185955.3
death,202225,65-79,vaccinated,176,15358996.7,111,1280261.65
death,202225,65-79,vax with updated booster,,,111,1280261.65
death,202225,80+,vaccinated,304,4367126.8,147,611354.55
death,202225,80+,vax with updated booster,,,147,611354.55
